	ИЗОБРАЖЕНИЕ	ИСТОЧНИК	ВОЗРАСТ ИСПОЛНИТЕЛЯ	ТЕКСТ ИСПОЛНИТЕЛЯ
132	https://cdn.pixabay.com/photo/2014/09/21/17/56/mountaineering-455338_960_720.jpg	https://pixabay.com/ru/photos/%d0%b0%d0%bb%d1%8c%d0%bf%d0%b8%d0%bd%d0%b8%d0%b7%d0%bc-%d1%87%d0%b5%d0%bb%d0%be%d0%b2%d0%b5%d0%ba-%d1%82%d0%b0%d1%89%d0%b8%d1%82%d1%8c-%d0%b4%d0%be%d1%80%d0%be%d0%b6%d0%ba%d0%b0-455338/	34	Красивые горы, деревья, пейзаж. В центре идет мужчина средних лет. Он среднего телосложения, на спине рюкзак. Судя по одежде мужчины время года или очень или весна. Скорее всего мужчина возвращается домой из похода.
133	https://cdn.pixabay.com/photo/2017/08/18/08/03/idea-2654148_960_720.jpg	https://pixabay.com/ru/photos/%d0%b8%d0%b4%d0%b5%d1%8f-%d0%bc%d0%be%d0%b7%d0%b3%d0%be%d0%b2%d0%be%d0%b9-%d1%88%d1%82%d1%83%d1%80%d0%bc-%d0%ba%d0%be%d0%bc%d0%b0%d0%bd%d0%b4%d0%bd%d0%b0%d1%8f-%d1%80%d0%b0%d0%b1%d0%be%d1%82%d0%b0-2654148/	34	На фото представлен рабочий творческий процесс составления расписания. Возможно написание какого либо текста, слов, цифр, возможно о работе. Что касается людей изображены двое мужчин крепкого сложения. Они одеты очень легко даже свободно. Скорее всего в помещении тепло или снято фото летом. Уверенна что они заняты делом в любом случае.
134	https://cdn.pixabay.com/photo/2015/07/17/22/43/student-849822_960_720.jpg	https://pixabay.com/ru/photos/%d1%81%d1%82%d1%83%d0%b4%d0%b5%d0%bd%d1%82-%d0%bd%d0%b0%d0%b1%d0%be%d1%80-%d1%82%d0%b5%d0%ba%d1%81%d1%82%d0%b0-%d0%ba%d0%bb%d0%b0%d0%b2%d0%b8%d0%b0%d1%82%d1%83%d1%80%d0%b0-849822/	34	Работа на удаленки, очень удобно и комфортно. Не выходят из дома, можешь вести дела, выполнять свою работу. Нужен всего лишь ноутбук,либо компьютер. Приличный заработок, либо подработка для мужчин или женщин. Так же, можно разрабатывать сои приложения, сайты.
135	https://cdn.pixabay.com/photo/2021/02/18/12/03/people-6027028_960_720.jpg	https://pixabay.com/ru/photos/%d0%bb%d1%8e%d0%b4%d0%b8-%d1%81%d1%82%d1%83%d0%b4%d0%b5%d0%bd%d1%82%d1%8b-%d1%83%d0%bd%d0%b8%d0%b2%d0%b5%d1%80%d1%81%d0%b8%d1%82%d0%b5%d1%82-%d0%ba%d0%b0%d0%bc%d0%bf%d1%83%d1%81-6027028/	34	На фото сидят 3 человека. Вероятней всего это студенты, так как они с тетрадкой и ноутбуком. Возможно собрались потому что ведут совместное задание для учебного заведения. Собрались в парке так как на свежем воздухе голова соображает лучше. Такое времяпровождение доставляет им удовольствие, что хорошо видно по их довольным лицам. На улице летнее время года, что хорошо сказывается для идеи собраться там.
136	https://cdn.pixabay.com/photo/2016/01/14/06/09/woman-1139397_960_720.jpg	https://pixabay.com/ru/photos/%d0%b6%d0%b5%d0%bd%d1%89%d0%b8%d0%bd%d0%b0-%d0%b3%d0%b8%d1%82%d0%b0%d1%80%d0%b0-%d0%bc%d1%83%d0%b7%d1%8b%d0%ba%d0%b0-1139397/	34	Девушка сидит на траве облокотившись на забор и играет на гитаре.На ней ковбойские сапоги и джинсовая юбка.У девушки светлые волосы.Забор деревянный с каменным основанием.Гитара акустическая шестиструнная.
137	https://cdn.pixabay.com/photo/2015/01/08/18/30/entrepreneur-593371_960_720.jpg	https://pixabay.com/ru/photos/%D0%BF%D1%80%D0%B5%D0%B4%D0%BF%D1%80%D0%B8%D0%BD%D0%B8%D0%BC%D0%B0%D1%82%D0%B5%D0%BB%D1%8C-%D0%B7%D0%B0%D0%BF%D1%83%D1%81%D0%BA%D0%B0%D1%82%D1%8C-%D1%87%D0%B5%D0%BB%D0%BE%D0%B2%D0%B5%D0%BA-593371/	34	Мы видим комнату или в доме или в офисе. Сидит комнаты сидит мужчина средних лет. Одет он в стильную модную одежду джепер, рубашка, джинсы. У него короткая стрижка и очки. Так как мужчина сидит за ноутбуком, то скорее всего он работает.
138	https://cdn.pixabay.com/photo/2016/11/18/15/44/audience-1835431_960_720.jpg	https://pixabay.com/ru/photos/%d0%b0%d1%83%d0%b4%d0%b8%d1%82%d0%be%d1%80%d0%b8%d1%8f-%d0%ba%d0%be%d0%bd%d1%86%d0%b5%d1%80%d1%82-%d0%b3%d0%b8%d1%82%d0%b0%d1%80%d0%b0-%d0%b3%d0%b8%d1%82%d0%b0%d1%80%d0%b8%d1%81%d1%82-1835431/	34	Концерт с живой музыкой и невероятной атмосферой. Полный зал зрителей танцуют под знакомые мелодии. На сцене невероятные соло гитариста, которые захватывают дух. Видно что артист сам получает удовольствие от своей игры. Настроение поддерживают спецэфекты и красивый свет.
139	https://cdn.pixabay.com/photo/2016/11/18/15/44/audience-1835431_960_720.jpg	https://pixabay.com/ru/photos/%d0%b0%d1%83%d0%b4%d0%b8%d1%82%d0%be%d1%80%d0%b8%d1%8f-%d0%ba%d0%be%d0%bd%d1%86%d0%b5%d1%80%d1%82-%d0%b3%d0%b8%d1%82%d0%b0%d1%80%d0%b0-%d0%b3%d0%b8%d1%82%d0%b0%d1%80%d0%b8%d1%81%d1%82-1835431/	34	На фотографии виден человек играющий на гитаре. Он стоит на сцене.Играя музыку весь зал шумит. Видно всем нравится исполнение.Атмосфера завораживает.
140	https://cdn.pixabay.com/photo/2022/01/27/22/57/skateboarding-6973365_960_720.jpg	https://pixabay.com/ru/photos/%d1%81%d0%ba%d0%b5%d0%b9%d1%82%d0%b1%d0%be%d1%80%d0%b4%d0%b8%d0%bd%d0%b3-%d1%87%d0%b5%d0%bb%d0%be%d0%b2%d0%b5%d0%ba-%d0%ba%d0%be%d0%bd%d1%8c%d0%ba%d0%be%d0%b1%d0%b5%d0%b6%d0%b5%d1%86-6973365/	34	Спортивное молодежное увлечение. Подросток на скейтборде.
141	https://cdn.pixabay.com/photo/2015/01/08/18/26/man-593333_960_720.jpg	https://pixabay.com/ru/photos/%d1%87%d0%b5%d0%bb%d0%be%d0%b2%d0%b5%d0%ba-%d0%bd%d0%b0%d0%bf%d0%b8%d1%81%d0%b0%d1%82%d1%8c-%d0%bf%d0%bb%d0%b0%d0%bd-593333/	34	Офисный работник делающий заметки. Рабочее место сотрудника и его работа.
142	https://cdn.pixabay.com/photo/2015/01/09/11/08/startup-594090_960_720.jpg	https://pixabay.com/ru/photos/%d1%87%d0%b5%d0%bb%d0%be%d0%b2%d0%b5%d0%ba-%d0%bd%d0%b0%d0%bf%d0%b8%d1%81%d0%b0%d1%82%d1%8c-%d0%bf%d0%bb%d0%b0%d0%bd-593333/	34	Когда идеи не дают даже попить чай. Завал на работе или учебы. Горящие сроки сдачи работы.
143	https://cdn.pixabay.com/photo/2017/05/04/16/37/meeting-2284501_960_720.jpg	https://pixabay.com/ru/photos/%d0%b2%d1%81%d1%82%d1%80%d0%b5%d1%87%d0%b0-%d0%b1%d0%b8%d0%b7%d0%bd%d0%b5%d1%81-%d0%b0%d1%80%d1%85%d0%b8%d1%82%d0%b5%d0%ba%d1%82%d0%be%d1%80-%d0%be%d1%84%d0%b8%d1%81-2284501/	34	Рабочий процесс в проектных организациях.
144	https://cdn.pixabay.com/photo/2015/02/02/11/09/office-620822_960_720.jpg	https://pixabay.com/ru/photos/%d0%be%d1%84%d0%b8%d1%81-%d0%b1%d0%b8%d0%b7%d0%bd%d0%b5%d1%81-%d0%b1%d1%83%d1%85%d0%b3%d0%b0%d0%bb%d1%82%d0%b5%d1%80-620822/	34	Когда личное мешает рабочему процессу. Хочется поговорить, но не знаешь кому позвонить.
145	https://cdn.pixabay.com/photo/2015/07/17/22/43/student-849822_960_720.jpg	https://pixabay.com/ru/photos/%d1%81%d1%82%d1%83%d0%b4%d0%b5%d0%bd%d1%82-%d0%bd%d0%b0%d0%b1%d0%be%d1%80-%d1%82%d0%b5%d0%ba%d1%81%d1%82%d0%b0-%d0%ba%d0%bb%d0%b0%d0%b2%d0%b8%d0%b0%d1%82%d1%83%d1%80%d0%b0-849822/	34	Работа на удаленке.
146	https://cdn.pixabay.com/photo/2022/05/04/02/29/calligraphy-7173006_960_720.jpg	https://pixabay.com/ru/photos/%D0%BA%D0%B0%D0%BB%D0%BB%D0%B8%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D1%8F-%D0%BF%D0%B8%D1%88%D1%83-%D0%B6%D0%B5%D0%BD%D1%89%D0%B8%D0%BD%D0%B0-%D1%80%D1%83%D1%87%D0%BA%D0%B0-7173006/	34	Свободная минута на хобби.
147	https://cdn.pixabay.com/photo/2015/03/02/23/40/father-656734_960_720.jpg	https://pixabay.com/ru/photos/%D0%BE%D1%82%D0%B5%D1%86-%D0%B4%D0%BE%D1%87%D1%8C-%D0%BF%D0%BB%D1%8F%D0%B6-%D1%81%D0%B5%D0%BC%D1%8C%D1%8F-%D0%BF%D0%B0%D0%BF%D0%BE%D1%87%D0%BA%D0%B0-656734/	34	Отдых семьей на синем море-океяне.
148	https://cdn.pixabay.com/photo/2014/09/21/17/56/mountaineering-455338_960_720.jpg	https://pixabay.com/ru/photos/%d0%b0%d0%bb%d1%8c%d0%bf%d0%b8%d0%bd%d0%b8%d0%b7%d0%bc-%d1%87%d0%b5%d0%bb%d0%be%d0%b2%d0%b5%d0%ba-%d1%82%d0%b0%d1%89%d0%b8%d1%82%d1%8c-%d0%b4%d0%be%d1%80%d0%be%d0%b6%d0%ba%d0%b0-455338/	34	Поход по горным тропкам. Красивые места в горах.
149	https://cdn.pixabay.com/photo/2015/01/08/18/30/entrepreneur-593371_960_720.jpg	https://pixabay.com/ru/photos/%D0%BF%D1%80%D0%B5%D0%B4%D0%BF%D1%80%D0%B8%D0%BD%D0%B8%D0%BC%D0%B0%D1%82%D0%B5%D0%BB%D1%8C-%D0%B7%D0%B0%D0%BF%D1%83%D1%81%D0%BA%D0%B0%D1%82%D1%8C-%D1%87%D0%B5%D0%BB%D0%BE%D0%B2%D0%B5%D0%BA-593371/	34	Современные реалии на рабочий процесс. Удаленка все еще не отпускает людей в офисы.
150	https://cdn.pixabay.com/photo/2017/08/01/20/52/people-2567915_960_720.jpg	https://pixabay.com/ru/photos/%D0%BB%D1%8E%D0%B4%D0%B8-%D0%B6%D0%B5%D0%BD%D1%89%D0%B8%D0%BD%D1%8B-%D0%B3%D0%BE%D0%B2%D0%BE%D1%80%D1%8F%D1%89%D0%B8%D0%B9-%D1%81%D0%BC%D0%B5%D1%85-2567915/	34	Встреча подруг после карантина.
151	https://cdn.pixabay.com/photo/2017/07/31/11/21/people-2557396_960_720.jpg	https://pixabay.com/ru/photos/%D0%BB%D1%8E%D0%B4%D0%B8-%D0%B4%D0%B5%D0%B2%D1%83%D1%88%D0%BA%D0%B8-%D0%B6%D0%B5%D0%BD%D1%89%D0%B8%D0%BD%D1%8B-%D1%81%D1%82%D1%83%D0%B4%D0%B5%D0%BD%D1%82%D1%8B-2557396/	34	Студенты с горящими курсовыми и дипломами.
152	https://cdn.pixabay.com/photo/2021/02/18/12/03/people-6027028_960_720.jpg	https://pixabay.com/ru/photos/%d0%bb%d1%8e%d0%b4%d0%b8-%d1%81%d1%82%d1%83%d0%b4%d0%b5%d0%bd%d1%82%d1%8b-%d1%83%d0%bd%d0%b8%d0%b2%d0%b5%d1%80%d1%81%d0%b8%d1%82%d0%b5%d1%82-%d0%ba%d0%b0%d0%bc%d0%bf%d1%83%d1%81-6027028/	34	Пикник на свежем воздухе.
153	https://cdn.pixabay.com/photo/2017/08/18/08/03/idea-2654148_960_720.jpg	https://pixabay.com/ru/photos/%d0%b8%d0%b4%d0%b5%d1%8f-%d0%bc%d0%be%d0%b7%d0%b3%d0%be%d0%b2%d0%be%d0%b9-%d1%88%d1%82%d1%83%d1%80%d0%bc-%d0%ba%d0%be%d0%bc%d0%b0%d0%bd%d0%b4%d0%bd%d0%b0%d1%8f-%d1%80%d0%b0%d0%b1%d0%be%d1%82%d0%b0-2654148/	34	Рабочий процесс. Работают люди, думают.
154	https://cdn.pixabay.com/photo/2016/11/08/05/10/students-1807505_960_720.jpg	https://pixabay.com/ru/photos/%d1%81%d1%82%d1%83%d0%b4%d0%b5%d0%bd%d1%82%d1%8b-%d0%ba%d0%be%d0%bc%d0%bf%d1%8c%d1%8e%d1%82%d0%b5%d1%80%d1%8b-%d0%bd%d0%be%d1%83%d1%82%d0%b1%d1%83%d0%ba%d0%b8-1807505/	34	Работа на свежем воздухе.
155	https://cdn.pixabay.com/photo/2015/05/15/14/33/people-768551_960_720.jpg	https://pixabay.com/ru/photos/%d0%bb%d1%8e%d0%b4%d0%b8-%d0%bf%d0%b5%d1%88%d0%b5%d1%85%d0%be%d0%b4%d1%8b-%d0%b4%d0%be%d1%89%d0%b0%d1%82%d1%8b%d0%b9-%d0%bd%d0%b0%d1%81%d1%82%d0%b8%d0%bb-768551/	34	Обычные будни обычного туриста. Красота, жара и прохожие.
156	https://cdn.pixabay.com/photo/2015/09/05/07/53/street-performer-924003_960_720.jpg	https://pixabay.com/ru/photos/%d1%83%d0%bb%d0%b8%d1%87%d0%bd%d1%8b%d0%b9-%d0%b0%d1%80%d1%82%d0%b8%d1%81%d1%82-%d0%bc%d1%83%d0%b7%d1%8b%d0%ba%d0%b0%d0%bd%d1%82-%d1%81%d0%ba%d1%80%d0%b8%d0%bf%d0%ba%d0%b0-924003/	34	Каждый крутится как может, кушать все хотят, а воровать не умеют. Вот думаю научится играть на барабанах.
157	https://cdn.pixabay.com/photo/2022/01/23/16/21/people-6961321_960_720.jpg	https://pixabay.com/ru/photos/%d0%bb%d1%8e%d0%b4%d0%b8-%d1%85%d0%be%d0%b4%d0%b8%d1%82%d1%8c-%d0%b4%d0%be%d1%80%d0%be%d0%b3%d0%b0-%d0%bf%d0%b5%d1%88%d0%b5%d1%85%d0%be%d0%b4-6961321/	34	Хм, ноги тоже встречаются красивые. Особенно те что голые.
158	https://cdn.pixabay.com/photo/2022/05/02/16/26/cyclists-7170009_960_720.jpg	https://pixabay.com/ru/photos/%d0%b2%d0%b5%d0%bb%d0%be%d1%81%d0%b8%d0%bf%d0%b5%d0%b4%d0%b8%d1%81%d1%82%d1%8b-%d1%82%d0%be%d0%bb%d0%bf%d0%b0-%d1%83%d0%bb%d0%b8%d1%86%d0%b0-%d0%bb%d1%8e%d0%b4%d0%b8-7170009/	34	Самокаты - это проблема всех больших городов.
159	https://cdn.pixabay.com/photo/2021/11/13/19/46/elderly-man-6792215_960_720.jpg	https://pixabay.com/ru/photos/%d1%81%d1%82%d0%b0%d1%80%d0%b8%d0%ba-%d0%bf%d0%b5%d1%80%d0%b5%d1%81%d0%b5%d1%87%d0%b5%d0%bd%d0%b8%d0%b5-%d1%83%d0%bb%d0%b8%d1%86%d1%8b-6792215/	34	Тихие пешеходы, не стоит на них ругаться все мы такими будем.
160	https://cdn.pixabay.com/photo/2019/11/05/01/00/couple-4602505_960_720.jpg	https://pixabay.com/ru/photos/%d0%bf%d0%b0%d1%80%d0%b0-%d0%bf%d0%b5%d1%88%d0%b5%d1%85%d0%be%d0%b4-%d0%b4%d0%be%d0%b6%d0%b4%d1%8c-%d0%be%d1%82%d0%bd%d0%be%d1%88%d0%b5%d0%bd%d0%b8%d0%b5-4602505/	34	Дождь, слякоть - романтика!
161	https://cdn.pixabay.com/photo/2016/11/18/15/44/audience-1835431_960_720.jpg	https://pixabay.com/ru/photos/%d0%b0%d1%83%d0%b4%d0%b8%d1%82%d0%be%d1%80%d0%b8%d1%8f-%d0%ba%d0%be%d0%bd%d1%86%d0%b5%d1%80%d1%82-%d0%b3%d0%b8%d1%82%d0%b0%d1%80%d0%b0-%d0%b3%d0%b8%d1%82%d0%b0%d1%80%d0%b8%d1%81%d1%82-1835431/	34	Концерт, музыка, красота.
162	https://cdn.pixabay.com/photo/2016/01/14/06/09/woman-1139397_960_720.jpg	https://pixabay.com/ru/photos/%d0%b6%d0%b5%d0%bd%d1%89%d0%b8%d0%bd%d0%b0-%d0%b3%d0%b8%d1%82%d0%b0%d1%80%d0%b0-%d0%bc%d1%83%d0%b7%d1%8b%d0%ba%d0%b0-1139397/	34	Девушка релаксирует под гитару.
163	https://cdn.pixabay.com/photo/2016/08/16/09/53/international-conference-1597531_960_720.jpg	https://pixabay.com/ru/photos/%d0%bc%d0%b5%d1%81%d1%82%d0%be-%d0%bf%d1%80%d0%be%d0%b2%d0%b5%d0%b4%d0%b5%d0%bd%d0%b8%d1%8f-%d0%bc%d0%b5%d1%80%d0%be%d0%bf%d1%80%d0%b8%d1%8f%d1%82%d0%b8%d1%8f-1597531/	34	Утренний киносеанс.
164	https://cdn.pixabay.com/photo/2022/01/27/22/57/skateboarding-6973365_960_720.jpg	https://pixabay.com/ru/photos/%d1%81%d0%ba%d0%b5%d0%b9%d1%82%d0%b1%d0%be%d1%80%d0%b4%d0%b8%d0%bd%d0%b3-%d1%87%d0%b5%d0%bb%d0%be%d0%b2%d0%b5%d0%ba-%d0%ba%d0%be%d0%bd%d1%8c%d0%ba%d0%be%d0%b1%d0%b5%d0%b6%d0%b5%d1%86-6973365/	34	Мы видим молодого человека на скейтборде. Он находится на улице. Скорее всего он тренируется в выполнении новых трюков на скейте. Судя по одеже парня на улице лето, так как на нем футболка и брюки. Судя по тени от человека время около 12 часов дня.
165	https://cdn.pixabay.com/photo/2015/01/08/18/26/man-593333_960_720.jpg	https://pixabay.com/ru/photos/%d1%87%d0%b5%d0%bb%d0%be%d0%b2%d0%b5%d0%ba-%d0%bd%d0%b0%d0%bf%d0%b8%d1%81%d0%b0%d1%82%d1%8c-%d0%bf%d0%bb%d0%b0%d0%bd-593333/	34	Мы видим мужчину, скорее всего он работает. В руках у него ручка  и он что то пишет. Он сидит за столом на котором также стоит ноутбук. Одет он в синюю рубашку. На руке он есть типа что то браслета.
166	https://cdn.pixabay.com/photo/2015/01/09/11/08/startup-594090_960_720.jpg	https://pixabay.com/ru/photos/%d1%87%d0%b5%d0%bb%d0%be%d0%b2%d0%b5%d0%ba-%d0%bd%d0%b0%d0%bf%d0%b8%d1%81%d0%b0%d1%82%d1%8c-%d0%bf%d0%bb%d0%b0%d0%bd-593333/	34	На фотографии изображено много людей. Все они находятся за столом. Скорее всего это обеденный перерыв в компании. Рабочая атмосфера, девушка что то пишет, также есть ноутбук. Также на столе есть кружка с напитком.
167	https://cdn.pixabay.com/photo/2017/05/04/16/37/meeting-2284501_960_720.jpg	https://pixabay.com/ru/photos/%d0%b2%d1%81%d1%82%d1%80%d0%b5%d1%87%d0%b0-%d0%b1%d0%b8%d0%b7%d0%bd%d0%b5%d1%81-%d0%b0%d1%80%d1%85%d0%b8%d1%82%d0%b5%d0%ba%d1%82%d0%be%d1%80-%d0%be%d1%84%d0%b8%d1%81-2284501/	34	В центре стоит стол. За столом сидят три человека. Это 2 мужчины и одна женщина. Они находятся в рабочем процессе. Скорее всего это строительная организация так как а столе лежит каска.
168	https://cdn.pixabay.com/photo/2015/02/02/11/09/office-620822_960_720.jpg	https://pixabay.com/ru/photos/%d0%be%d1%84%d0%b8%d1%81-%d0%b1%d0%b8%d0%b7%d0%bd%d0%b5%d1%81-%d0%b1%d1%83%d1%85%d0%b3%d0%b0%d0%bb%d1%82%d0%b5%d1%80-620822/	34	Мы видим девушку. Она держит в руках телефон. Девушка сидит за столом, на котором стоит ноутбук. Рядом с ноутбуком лежит флешка. Скорее всего девушка работает.
169	https://cdn.pixabay.com/photo/2015/07/17/22/43/student-849822_960_720.jpg	https://pixabay.com/ru/photos/%d1%81%d1%82%d1%83%d0%b4%d0%b5%d0%bd%d1%82-%d0%bd%d0%b0%d0%b1%d0%be%d1%80-%d1%82%d0%b5%d0%ba%d1%81%d1%82%d0%b0-%d0%ba%d0%bb%d0%b0%d0%b2%d0%b8%d0%b0%d1%82%d1%83%d1%80%d0%b0-849822/	34	На фотографии девушка. Она сидит за столом и работает на ноутбуке. Скорее всего она работает. Также нас толе есть кружка. Также есть мобильный телефон
170	https://cdn.pixabay.com/photo/2022/05/04/02/29/calligraphy-7173006_960_720.jpg	https://pixabay.com/ru/photos/%D0%BA%D0%B0%D0%BB%D0%BB%D0%B8%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D1%8F-%D0%BF%D0%B8%D1%88%D1%83-%D0%B6%D0%B5%D0%BD%D1%89%D0%B8%D0%BD%D0%B0-%D1%80%D1%83%D1%87%D0%BA%D0%B0-7173006/	34	На фотографии девушка. Она что то пишет в тетради. Может быть она художник так как много ручек и карандашей. На столе также стоит стакан с водой. У девушки темные длинные волосы.
171	https://cdn.pixabay.com/photo/2015/03/02/23/40/father-656734_960_720.jpg	https://pixabay.com/ru/photos/%D0%BE%D1%82%D0%B5%D1%86-%D0%B4%D0%BE%D1%87%D1%8C-%D0%BF%D0%BB%D1%8F%D0%B6-%D1%81%D0%B5%D0%BC%D1%8C%D1%8F-%D0%BF%D0%B0%D0%BF%D0%BE%D1%87%D0%BA%D0%B0-656734/	34	Изображены мужчина и маленькая девочка. Они идут по берегу моря. Скорее всего это лето так как они одеты в летнюю одежду. На небе нет облаков, оно красивого голубого цвета. Море практически без волн.
172	https://cdn.pixabay.com/photo/2014/09/21/17/56/mountaineering-455338_960_720.jpg	https://pixabay.com/ru/photos/%d0%b0%d0%bb%d1%8c%d0%bf%d0%b8%d0%bd%d0%b8%d0%b7%d0%bc-%d1%87%d0%b5%d0%bb%d0%be%d0%b2%d0%b5%d0%ba-%d1%82%d0%b0%d1%89%d0%b8%d1%82%d1%8c-%d0%b4%d0%be%d1%80%d0%be%d0%b6%d0%ba%d0%b0-455338/	34	Мы видим мужчину средних лет. Он идет по дорожке. Природа очень красивая, горы, деревья. ОН одет в рубашку и джинсы. На спине у него рюкзак.
173	https://cdn.pixabay.com/photo/2015/01/08/18/30/entrepreneur-593371_960_720.jpg	https://pixabay.com/ru/photos/%D0%BF%D1%80%D0%B5%D0%B4%D0%BF%D1%80%D0%B8%D0%BD%D0%B8%D0%BC%D0%B0%D1%82%D0%B5%D0%BB%D1%8C-%D0%B7%D0%B0%D0%BF%D1%83%D1%81%D0%BA%D0%B0%D1%82%D1%8C-%D1%87%D0%B5%D0%BB%D0%BE%D0%B2%D0%B5%D0%BA-593371/	34	На фотографии мужчина средних лет. Он сидит на диване за столом. На столе стоит ноутбук. Скорее всего он работает. Скорее всего это офисное помещение.
174	https://cdn.pixabay.com/photo/2017/08/01/20/52/people-2567915_960_720.jpg	https://pixabay.com/ru/photos/%D0%BB%D1%8E%D0%B4%D0%B8-%D0%B6%D0%B5%D0%BD%D1%89%D0%B8%D0%BD%D1%8B-%D0%B3%D0%BE%D0%B2%D0%BE%D1%80%D1%8F%D1%89%D0%B8%D0%B9-%D1%81%D0%BC%D0%B5%D1%85-2567915/	34	На фотографии изображены три женщины. У них хорошее настроение. Они улыбаются и смеются. Они находятся на улице. Погода хорошая, светит солнце.
175	https://cdn.pixabay.com/photo/2017/07/31/11/21/people-2557396_960_720.jpg	https://pixabay.com/ru/photos/%D0%BB%D1%8E%D0%B4%D0%B8-%D0%B4%D0%B5%D0%B2%D1%83%D1%88%D0%BA%D0%B8-%D0%B6%D0%B5%D0%BD%D1%89%D0%B8%D0%BD%D1%8B-%D1%81%D1%82%D1%83%D0%B4%D0%B5%D0%BD%D1%82%D1%8B-2557396/	34	На фото молодые люди. Они находятся в помещении. Посреди стоит стол. На нем много разных предметов ручки карандаши. Скорее всего они работают.
176	https://cdn.pixabay.com/photo/2021/02/18/12/03/people-6027028_960_720.jpg	https://pixabay.com/ru/photos/%d0%bb%d1%8e%d0%b4%d0%b8-%d1%81%d1%82%d1%83%d0%b4%d0%b5%d0%bd%d1%82%d1%8b-%d1%83%d0%bd%d0%b8%d0%b2%d0%b5%d1%80%d1%81%d0%b8%d1%82%d0%b5%d1%82-%d0%ba%d0%b0%d0%bc%d0%bf%d1%83%d1%81-6027028/	34	На фото 2 мужчины и 2 женщины. Они находятся на природе. Сидят на траве разговаривают.  Также они работают, так как есть у них ноутбук. Возможно это студенты.
177	https://cdn.pixabay.com/photo/2017/08/18/08/03/idea-2654148_960_720.jpg	https://pixabay.com/ru/photos/%d0%b8%d0%b4%d0%b5%d1%8f-%d0%bc%d0%be%d0%b7%d0%b3%d0%be%d0%b2%d0%be%d0%b9-%d1%88%d1%82%d1%83%d1%80%d0%bc-%d0%ba%d0%be%d0%bc%d0%b0%d0%bd%d0%b4%d0%bd%d0%b0%d1%8f-%d1%80%d0%b0%d0%b1%d0%be%d1%82%d0%b0-2654148/	34	Мы видим двоих людей. Они стоят возле стола. На столе какие то бумаги и чертежи. Скорее всего они работают. Скорее всего это мужчина и женщина.
178	https://cdn.pixabay.com/photo/2016/11/08/05/10/students-1807505_960_720.jpg	https://pixabay.com/ru/photos/%d1%81%d1%82%d1%83%d0%b4%d0%b5%d0%bd%d1%82%d1%8b-%d0%ba%d0%be%d0%bc%d0%bf%d1%8c%d1%8e%d1%82%d0%b5%d1%80%d1%8b-%d0%bd%d0%be%d1%83%d1%82%d0%b1%d1%83%d0%ba%d0%b8-1807505/	34	На фото мужчина и 2 девушки. Они сидят на траве. У них есть ноутбуки. Скорее всего это студенты. Они улыбаются и радуются.
179	https://cdn.pixabay.com/photo/2015/05/15/14/33/people-768551_960_720.jpg	https://pixabay.com/ru/photos/%d0%bb%d1%8e%d0%b4%d0%b8-%d0%bf%d0%b5%d1%88%d0%b5%d1%85%d0%be%d0%b4%d1%8b-%d0%b4%d0%be%d1%89%d0%b0%d1%82%d1%8b%d0%b9-%d0%bd%d0%b0%d1%81%d1%82%d0%b8%d0%bb-768551/	34	На изображении улица. На которой много людей. Стоит велосипед возле дерева. Красивые деревья. Люди разных возрастов.
180	https://cdn.pixabay.com/photo/2015/09/05/07/53/street-performer-924003_960_720.jpg	https://pixabay.com/ru/photos/%d1%83%d0%bb%d0%b8%d1%87%d0%bd%d1%8b%d0%b9-%d0%b0%d1%80%d1%82%d0%b8%d1%81%d1%82-%d0%bc%d1%83%d0%b7%d1%8b%d0%ba%d0%b0%d0%bd%d1%82-%d1%81%d0%ba%d1%80%d0%b8%d0%bf%d0%ba%d0%b0-924003/	34	Мы видим музыканта. Он играет на скрипке. Этим он хочет заработать денег. Скорее всего он сидит в переходе. Судя по фото это мужчина уже в возрасте.
181	https://cdn.pixabay.com/photo/2022/01/23/16/21/people-6961321_960_720.jpg	https://pixabay.com/ru/photos/%d0%bb%d1%8e%d0%b4%d0%b8-%d1%85%d0%be%d0%b4%d0%b8%d1%82%d1%8c-%d0%b4%d0%be%d1%80%d0%be%d0%b3%d0%b0-%d0%bf%d0%b5%d1%88%d0%b5%d1%85%d0%be%d0%b4-6961321/	34	Мы видим улицу. Она очень оживленная. Много людей, разных возрастов. Они все куда то идут. Это улица где то в городе.
182	https://cdn.pixabay.com/photo/2022/05/02/16/26/cyclists-7170009_960_720.jpg	https://pixabay.com/ru/photos/%d0%b2%d0%b5%d0%bb%d0%be%d1%81%d0%b8%d0%bf%d0%b5%d0%b4%d0%b8%d1%81%d1%82%d1%8b-%d1%82%d0%be%d0%bb%d0%bf%d0%b0-%d1%83%d0%bb%d0%b8%d1%86%d0%b0-%d0%bb%d1%8e%d0%b4%d0%b8-7170009/	34	Мы видим улицу. Есть дорожка для катания на велосипедах. Мужчина катаете на самокате. Другой мужчина на велосипеде. Много детей на велосипедах.
